query	target	fident	alnlen	mismatch	gapopen	qstart	qend	qlen	qcov	tstart	tend	tlen	tcov	evalue	bits
F1Q6Z3|F1Q6Z3_DANRE	P0DKB6|MPC1L_HUMAN	0.686	99	31	0	3	101	109	0.908	5	103	136	0.728	4.994E-37	138
F1Q6Z3|F1Q6Z3_DANRE	E3KPN7|E3KPN7_PUCGT	0.684	95	30	0	10	104	109	0.872	5	99	114	0.833	5.738E-35	132
F1Q6Z3|F1Q6Z3_DANRE	Q7SHV4|Q7SHV4_NEUCR	0.638	96	34	0	8	102	109	0.872	6	101	139	0.691	8.281E-32	123
F1Q6Z3|F1Q6Z3_DANRE	W5NJG7|W5NJG7_LEPOC	0.887	65	7	0	44	108	109	0.596	1	65	66	0.985	1.559E-31	123
F1Q6Z3|F1Q6Z3_DANRE	Q21828|MPC1_CAEEL	0.696	86	26	0	17	102	109	0.789	19	104	137	0.628	1.559E-31	123
F1Q6Z3|F1Q6Z3_DANRE	Q4WP22|Q4WP22_ASPFU	0.605	101	39	0	1	101	109	0.927	1	100	125	0.800	2.935E-31	122
F1Q6Z3|F1Q6Z3_DANRE	T1FNT8|T1FNT8_HELRO	0.759	77	18	0	21	97	109	0.706	9	85	131	0.588	4.027E-31	121
F1Q6Z3|F1Q6Z3_DANRE	Q7RWX0|Q7RWX0_NEUCR	0.596	102	40	0	1	102	109	0.936	1	101	125	0.808	7.580E-31	121
F1Q6Z3|F1Q6Z3_DANRE	A0A0D1E6R4|A0A0D1E6R4_USTMA	0.612	98	38	0	5	102	109	0.899	1	98	117	0.838	1.427E-30	120
F1Q6Z3|F1Q6Z3_DANRE	A0A1D8PJH2|A0A1D8PJH2_CANAL	0.609	98	38	0	7	104	109	0.899	5	102	117	0.838	2.686E-30	119
F1Q6Z3|F1Q6Z3_DANRE	P53157|MPC1_YEAST	0.619	96	36	0	6	101	109	0.881	10	105	130	0.738	2.686E-30	119
F1Q6Z3|F1Q6Z3_DANRE	O74847|MPC1_SCHPO	0.597	100	40	0	2	101	109	0.917	12	111	141	0.709	3.686E-30	119
F1Q6Z3|F1Q6Z3_DANRE	Q5KPJ3|Q5KPJ3_CRYNJ	0.604	98	38	0	5	101	109	0.890	1	98	130	0.754	6.939E-30	118
F1Q6Z3|F1Q6Z3_DANRE	F4P361|F4P361_BATDJ	0.745	76	19	0	26	101	109	0.697	1	76	77	0.987	9.521E-30	117
F1Q6Z3|F1Q6Z3_DANRE	A0A5F4CQW8|A0A5F4CQW8_CANLF	0.869	63	8	0	44	106	109	0.578	1	63	66	0.955	2.459E-29	116
F1Q6Z3|F1Q6Z3_DANRE	A7F5J6|A7F5J6_SCLS1	0.578	102	42	0	1	102	109	0.936	1	101	142	0.711	2.459E-29	116
F1Q6Z3|F1Q6Z3_DANRE	A0A2I2Z5H9|A0A2I2Z5H9_GORGO	0.867	63	8	0	44	106	109	0.578	1	63	66	0.955	3.374E-29	116
F1Q6Z3|F1Q6Z3_DANRE	Q5TI65|Q5TI65_HUMAN	0.868	62	8	0	44	105	109	0.569	1	62	66	0.939	1.196E-28	114
F1Q6Z3|F1Q6Z3_DANRE	Q6C3F1|Q6C3F1_YARLI	0.607	94	37	0	8	101	109	0.862	9	102	124	0.758	1.641E-28	114
F1Q6Z3|F1Q6Z3_DANRE	H3GVD1|H3GVD1_PHYRM	0.642	85	30	0	24	108	109	0.780	19	103	107	0.794	2.828E-27	110
F1Q6Z3|F1Q6Z3_DANRE	B6SX80|B6SX80_MAIZE	0.701	74	22	0	24	97	109	0.679	17	90	107	0.692	4.874E-26	107
F1Q6Z3|F1Q6Z3_DANRE	Q6Z565|Q6Z565_ORYSJ	0.699	74	22	0	24	97	109	0.679	17	90	107	0.692	6.688E-26	106
F1Q6Z3|F1Q6Z3_DANRE	Q6H4I2|Q6H4I2_ORYSJ	0.699	74	22	0	24	97	109	0.679	17	90	107	0.692	6.688E-26	106
F1Q6Z3|F1Q6Z3_DANRE	B6UEL2|B6UEL2_MAIZE	0.699	74	22	0	24	97	109	0.679	17	90	107	0.692	6.688E-26	106
F1Q6Z3|F1Q6Z3_DANRE	A8I311|A8I311_CHLRE	0.618	85	32	0	24	108	109	0.780	17	101	116	0.733	1.259E-25	106
F1Q6Z3|F1Q6Z3_DANRE	B3H6E6|B3H6E6_ARATH	0.683	74	23	0	24	97	109	0.679	18	91	97	0.763	6.123E-25	104
F1Q6Z3|F1Q6Z3_DANRE	Q949R9|MPC1_ARATH	0.683	74	23	0	24	97	109	0.679	18	91	110	0.673	6.123E-25	104
F1Q6Z3|F1Q6Z3_DANRE	Q0UXG0|Q0UXG0_PHANO	0.617	81	30	0	1	81	109	0.743	1	80	123	0.650	7.692E-24	100
F1Q6Z3|F1Q6Z3_DANRE	A0A1D6L8C5|A0A1D6L8C5_MAIZE	0.631	74	27	0	24	97	109	0.679	57	130	136	0.544	8.846E-22	94
F1Q6Z3|F1Q6Z3_DANRE	A0A2K1JVL9|A0A2K1JVL9_PHYPA	0.591	78	31	0	24	101	109	0.716	16	93	107	0.729	5.902E-21	92
F1Q6Z3|F1Q6Z3_DANRE	Q8IDS8|Q8IDS8_PLAF7	0.560	80	35	0	22	101	109	0.734	15	94	106	0.755	1.017E-19	89
F1Q6Z3|F1Q6Z3_DANRE	A0C448|A0C448_PARTE	0.508	77	36	0	24	100	109	0.706	14	87	105	0.705	2.527E-15	76
F1Q6Z3|F1Q6Z3_DANRE	A0BFA6|A0BFA6_PARTE	0.501	77	36	0	24	100	109	0.706	21	94	112	0.661	6.523E-15	75
F1Q6Z3|F1Q6Z3_DANRE	B8BZL1|B8BZL1_THAPS	0.468	79	39	0	27	101	109	0.688	1	79	87	0.908	2.112E-13	70
F1Q6Z3|F1Q6Z3_DANRE	Q55GU4|MPC1_DICDI	0.469	77	40	0	27	103	109	0.706	11	87	97	0.794	7.477E-13	69
F1Q6Z3|F1Q6Z3_DANRE	H3GAW2|H3GAW2_PHYRM	0.443	82	45	0	24	105	109	0.752	24	105	115	0.713	1.407E-12	68
F1Q6Z3|F1Q6Z3_DANRE	H3GB35|H3GB35_PHYRM	0.443	82	45	0	24	105	109	0.752	24	105	115	0.713	1.407E-12	68
F1Q6Z3|F1Q6Z3_DANRE	O49636|MPC4_ARATH	0.458	77	41	0	26	102	109	0.706	20	96	108	0.713	3.630E-12	67
F1Q6Z3|F1Q6Z3_DANRE	B4FWA7|B4FWA7_MAIZE	0.467	75	39	0	26	100	109	0.688	20	94	110	0.682	3.630E-12	67
F1Q6Z3|F1Q6Z3_DANRE	A0A1D6IYU0|A0A1D6IYU0_MAIZE	0.447	78	43	0	23	100	109	0.716	57	134	150	0.520	9.367E-12	66
F1Q6Z3|F1Q6Z3_DANRE	Q8L7H8|MPC2_ARATH	0.449	77	42	0	26	102	109	0.706	20	96	109	0.706	1.285E-11	65
F1Q6Z3|F1Q6Z3_DANRE	H3H4G7|H3H4G7_PHYRM	0.421	84	48	0	24	107	109	0.771	37	120	132	0.636	1.285E-11	65
F1Q6Z3|F1Q6Z3_DANRE	Q6ZB58|Q6ZB58_ORYSJ	0.452	75	41	0	26	100	109	0.688	19	93	109	0.688	3.315E-11	64
F1Q6Z3|F1Q6Z3_DANRE	Q7XIT4|Q7XIT4_ORYSJ	0.452	75	41	0	26	100	109	0.688	19	93	109	0.688	3.315E-11	64
F1Q6Z3|F1Q6Z3_DANRE	F1RD76|F1RD76_DANRE	0.424	80	46	0	27	106	109	0.734	56	135	144	0.556	8.550E-11	63
A0A5F8G967|A0A5F8G967_MONDO	A0A5F8G967|A0A5F8G967_MONDO	1.000	109	0	0	1	109	109	1.000	1	109	109	1.000	1.586E-70	235
A0A5F8G967|A0A5F8G967_MONDO	A0A2I3S149|A0A2I3S149_PANTR	0.955	109	5	0	1	109	109	1.000	1	109	109	1.000	7.352E-66	221
A0A5F8G967|A0A5F8G967_MONDO	Q3ZCG2|MPC1_BOVIN	0.955	109	5	0	1	109	109	1.000	1	109	109	1.000	7.352E-66	221
A0A5F8G967|A0A5F8G967_MONDO	A0A5F4D1S1|A0A5F4D1S1_CANLF	0.954	109	5	0	1	109	109	1.000	1	109	109	1.000	1.008E-65	221
A0A5F8G967|A0A5F8G967_MONDO	P63030|MPC1_MOUSE	0.948	109	6	0	1	109	109	1.000	1	109	109	1.000	3.570E-65	219
A0A5F8G967|A0A5F8G967_MONDO	H2R418|H2R418_PANTR	0.948	109	6	0	1	109	109	1.000	1	109	109	1.000	3.570E-65	219
A0A5F8G967|A0A5F8G967_MONDO	P63031|MPC1_RAT	0.948	109	6	0	1	109	109	1.000	1	109	109	1.000	3.570E-65	219
A0A5F8G967|A0A5F8G967_MONDO	Q9Y5U8|MPC1_HUMAN	0.946	109	6	0	1	109	109	1.000	1	109	109	1.000	4.896E-65	219
A0A5F8G967|A0A5F8G967_MONDO	A0A087WVZ0|A0A087WVZ0_HUMAN	0.939	109	7	0	1	109	109	1.000	1	109	109	1.000	2.378E-64	217
A0A5F8G967|A0A5F8G967_MONDO	F1P0W7|F1P0W7_CHICK	0.946	106	6	0	1	106	109	0.972	1	106	107	0.991	5.606E-63	213
A0A5F8G967|A0A5F8G967_MONDO	Q6DD97|Q6DD97_XENTR	0.897	106	11	0	1	106	109	0.972	1	106	111	0.955	1.009E-58	201
A0A5F8G967|A0A5F8G967_MONDO	A0A6I8SJH5|A0A6I8SJH5_XENTR	0.888	106	12	0	1	106	109	0.972	1	106	111	0.955	6.720E-58	198
A0A5F8G967|A0A5F8G967_MONDO	F1Q6Z3|F1Q6Z3_DANRE	0.880	106	13	0	1	106	109	0.972	1	106	109	0.972	3.264E-57	196
A0A5F8G967|A0A5F8G967_MONDO	F6TE97|F6TE97_MONDO	0.993	88	1	0	22	109	109	0.807	84	171	171	0.515	6.434E-54	187
A0A5F8G967|A0A5F8G967_MONDO	H2R3E4|H2R3E4_PANTR	0.819	109	17	0	1	109	109	1.000	1	96	96	1.000	1.211E-53	186
A0A5F8G967|A0A5F8G967_MONDO	A0A5F4C6F1|A0A5F4C6F1_CANLF	0.965	87	3	0	23	109	109	0.798	1	87	87	1.000	3.583E-51	179
A0A5F8G967|A0A5F8G967_MONDO	A0A5F4C3K6|A0A5F4C3K6_CANLF	0.957	87	4	0	23	109	109	0.798	1	87	87	1.000	1.269E-50	177
A0A5F8G967|A0A5F8G967_MONDO	E9Q0V4|E9Q0V4_MOUSE	0.949	86	4	0	24	109	109	0.789	82	167	167	0.515	2.183E-49	174
A0A5F8G967|A0A5F8G967_MONDO	D3YWY6|D3YWY6_MOUSE	0.952	84	4	0	26	109	109	0.771	2	85	85	0.988	3.757E-48	170
A0A5F8G967|A0A5F8G967_MONDO	D3Z5S0|D3Z5S0_MOUSE	0.952	84	4	0	26	109	109	0.771	3	86	86	0.977	3.757E-48	170
A0A5F8G967|A0A5F8G967_MONDO	D3Z786|D3Z786_MOUSE	1.000	78	0	0	1	78	109	0.716	1	78	78	1.000	7.071E-48	169
A0A5F8G967|A0A5F8G967_MONDO	H2M2U2|H2M2U2_ORYLA	0.926	86	6	0	24	109	109	0.789	6	91	92	0.935	9.700E-48	169
A0A5F8G967|A0A5F8G967_MONDO	G3X6Y1|G3X6Y1_BOVIN	0.721	106	29	0	4	109	109	0.972	6	111	181	0.586	2.404E-43	156
A0A5F8G967|A0A5F8G967_MONDO	Q2M2T3|MPCX_BOVIN	0.721	106	29	0	4	109	109	0.972	6	111	181	0.586	2.404E-43	156
A0A5F8G967|A0A5F8G967_MONDO	A7SC70|A7SC70_NEMVE	0.753	100	24	0	2	101	109	0.917	3	102	103	0.971	6.207E-43	155
A0A5F8G967|A0A5F8G967_MONDO	A0A0B4KHD3|A0A0B4KHD3_DROME	0.731	101	27	0	6	106	109	0.927	3	103	107	0.944	1.069E-41	152
A0A5F8G967|A0A5F8G967_MONDO	Q7KSC4|MPC1_DROME	0.731	101	27	0	6	106	109	0.927	3	103	107	0.944	1.069E-41	152
A0A5F8G967|A0A5F8G967_MONDO	Q7PXI3|Q7PXI3_ANOGA	0.760	96	23	0	7	102	109	0.881	6	101	118	0.814	2.011E-41	151
A0A5F8G967|A0A5F8G967_MONDO	D6WCC1|D6WCC1_TRICA	0.696	103	31	0	5	106	109	0.936	4	106	113	0.912	8.944E-40	146
A0A5F8G967|A0A5F8G967_MONDO	C3XUP8|C3XUP8_BRAFL	0.859	79	11	0	23	101	109	0.725	1	79	94	0.840	1.123E-38	143
A0A5F8G967|A0A5F8G967_MONDO	B7P1L8|B7P1L8_IXOSC	0.786	87	18	0	15	101	109	0.798	14	100	108	0.806	2.113E-38	142
A0A5F8G967|A0A5F8G967_MONDO	F6ZF76|F6ZF76_CIOIN	0.671	104	34	0	7	109	109	0.945	6	109	109	0.954	3.978E-38	141
A0A5F8G967|A0A5F8G967_MONDO	A0A2I3S6K3|A0A2I3S6K3_PANTR	0.705	97	28	0	5	101	109	0.890	7	103	137	0.708	1.409E-37	140
A0A5F8G967|A0A5F8G967_MONDO	P0DKB6|MPC1L_HUMAN	0.697	97	29	0	5	101	109	0.890	7	103	136	0.713	6.851E-37	138
